"Gene","degree","GeneName"
"N900_RS14805",51,"N900_RS14805"
"N900_RS14970",51,"rhlE_2"
"N900_RS15220",51,"N900_RS15220"
"N900_RS15255",51,"emrD3"
"N900_RS15510",51,"type II toxin-antitoxin system YafQ family toxin"
"N900_RS15850",51,"N900_RS15850"
"N900_RS16115",51,"N900_RS16115"
"N900_RS16205",51,"fruB"
"N900_RS16285",51,"N900_RS16285"
"N900_RS16535",51,"yejF"
"N900_RS16540",51,"yejE"
"N900_RS16545",51,"yejb"
"N900_RS16735",51,"glpm"
"N900_RS16780",51,"arsR"
"N900_RS16900",51,"sglT"
"N900_RS17035",51,"N900_RS17035"
"N900_RS17085",51,"pykA_2"
"N900_RS17235",51,"VC_A0740_BLAST"
"N900_RS17265",51,"glpF"
"N900_RS17375",51,"cytochrome c_3"
"N900_RS17430",51,"pxpC"
"N900_RS17635",51,"ask"
"N900_RS17965",51,"N900_RS17965"
"N900_RS17970",51,"N900_RS17970"
"N900_RS18480",51,"N900_RS18480"
"N900_RS18585",51,"maltoporin"
"N900_RS18660",51,"Pseudogene_N900_RS18660"
"N900_RS18745",51,"ribB"
"N900_RS18940",51,"qseC"
"N900_RS18980",51,"potD_3"
"N900_RS19025",51,"ComF-related protein"
"N900_RS19250",51,"N900_RS19250"
"N900_RS19755",51,"N900_RS19755"
"N900_RS00015",50,"mnmE"
"N900_RS00190",50,"SpoOM-related protein"
"N900_RS00270",50,"aroE"
"N900_RS00350",50,"thiH"
"N900_RS00455",50,"tatB"
"N900_RS00630",50,"N900_RS00630"
"N900_RS00765",50,"btuB"
"N900_RS00880",50,"hslo"
"N900_RS01195",50,"norM_1"
"N900_RS01210",50,"N900_RS01210"
"N900_RS01315",50,"argB"
"N900_RS01375",50,"fimbrial assembly protein"
"N900_RS01440",50,"astA"
"N900_RS02190",50,"N900_RS02190"
"N900_RS02215",50,"lepA"
"N900_RS02325",50,"ygiF"
"N900_RS02330",50,"methyl-accepting chemotaxis protein_15"
"N900_RS02650",50,"gltD_2"
"N900_RS03630",50,"wrbA"
"N900_RS04765",50,"N900_RS04765"
"N900_RS04800",50,"ComEA family DNA-binding protein"
"N900_RS05470",50,"ybbH"
"N900_RS05475",50,"nanM_1"
"N900_RS05495",50,"N900_RS05495"
"N900_RS05905",50,"sapB"
"N900_RS06030",50,"eamA_5"
"N900_RS06070",50,"N900_RS06070"
"N900_RS06095",50,"N900_RS06095"
"N900_RS06540",50,"glpR_1"
"N900_RS06560",50,"ugpB"
"N900_RS06570",50,"mota"
"N900_RS06600",50,"N900_RS06600"
"N900_RS06700",50,"sasA_2"
"N900_RS06750",50,"formate dehydrogenase subunit gamma"
"N900_RS06820",50,"prc"
"N900_RS07155",50,"glucosaminidase"
"N900_RS07205",50,"rhtB_3"
"N900_RS07260",50,"vceC"
"N900_RS07275",50,"PAS domain S-box protein_1"
"N900_RS07365",50,"yegD"
"N900_RS07440",50,"ABC transporter substrate-binding protein_5"
"N900_RS07510",50,"rlmI"
"N900_RS07630",50,"mglC"
"N900_RS07765",50,"sdaC_2"
"N900_RS07890",50,"dctM_2"
"N900_RS07920",50,"Peptidoglycan L,D-endopeptidase MepK_BLAST"
"N900_RS08120",50,"relV"
"N900_RS08200",50,"nucleotidyltransferase"
"N900_RS08245",50,"N900_RS08245"
"N900_RS08415",50,"UPF0759 protein YecE_BLAST"
"N900_RS08500",50,"iron-containing alcohol dehydrogenase_1"
"N900_RS08740",50,"ackA_1"
"N900_RS09055",50,"N900_RS09055"
"N900_RS09685",50,"N900_RS09685"
"N900_RS09870",50,"tadA"
"N900_RS10060",50,"tcpP"
"N900_RS10250",50,"dsdC_1"
"N900_RS10540",50,"ppk"
"N900_RS10685",50,"aroF"
"N900_RS10720",50,"N900_RS10720"
"N900_RS11830",50,"luxS"
"N900_RS12435",50,"Pseudogene_N900_RS12435"
"N900_RS12530",50,"mshQ"
"N900_RS12560",50,"MSHA pilin protein MshB"
"N900_RS13185",50,"N900_RS13185"
"N900_RS13620",50,"murP"
"N900_RS13675",50,"recQ"
"N900_RS14080",50,"malT"
"N900_RS14095",50,"glgB"
"N900_RS14195",50,"sstT"
"N900_RS14440",50,"triacylglycerol lipase"
"N900_RS14455",50,"N900_RS14455"
"N900_RS14500",50,"RluA family pseudouridine synthase"
"N900_RS14545",50,"tssJ"
"N900_RS14655",50,"udp_2"
"N900_RS14690",50,"dctD_2"
"N900_RS14720",50,"def2"
"N900_RS15035",50,"thermolabile hemolysin"
"N900_RS15060",50,"prtV"
"N900_RS15065",50,"N900_RS15065"
"N900_RS15100",50,"vctA"
"N900_RS15550",50,"N900_RS15550"
"N900_RS15915",50,"N900_RS15915"
"N900_RS16390",50,"hpxW"
"N900_RS16575",50,"peptide MFS transporter"
"N900_RS16585",50,"phnR"
"N900_RS16835",50,"treP"
"N900_RS16970",50,"uhpA"
"N900_RS17105",50,"pncA"
"N900_RS17135",50,"zraS"
"N900_RS17180",50,"DNA recombination protein RecF"
"N900_RS17300",50,"ycaD"
"N900_RS17355",50,"viaA"
"N900_RS17640",50,"ectC"
"N900_RS17650",50,"L-2,4-diaminobutyric acid acetyltransferase"
"N900_RS17880",50,"dsdC"
"N900_RS17910",50,"N900_RS17910"
"N900_RS17925",50,"tdh"
"N900_RS18110",50,"mlp37"
"N900_RS18290",50,"N900_RS18290"
"N900_RS18465",50,"LysE family translocator_2"
"N900_RS18475",50,"ygaZ"
"N900_RS18485",50,"ycgM"
"N900_RS18500",50,"porin"
"N900_RS18960",50,"biliverdin-producing heme oxygenase"
"N900_RS19020",50,"N900_RS19020"
"N900_RS19030",50,"N900_RS19030"
"N900_RS19335",50,"N900_RS19335"
"N900_RS00200",49,"N900_RS00200"
"N900_RS00250",49,"purK"
"N900_RS00540",49,"ypeA_1"
"N900_RS00645",49,"cdpA"
"N900_RS00860",49,"dtd"
"N900_RS01300",49,"ppc"
"N900_RS01345",49,"oxyR"
"N900_RS01845",49,"ptsO"
"N900_RS01920",49,"mlaC"
"N900_RS01975",49,"N900_RS01975"
"N900_RS02030",49,"rpfG"
"N900_RS02255",49,"N900_RS02255"
"N900_RS02360",49,"cpdA"
"N900_RS02580",49,"nlpE_2"
"N900_RS02605",49,"yfcA_1"
"N900_RS02720",49,"ung"
"N900_RS02795",49,"radA"
"N900_RS02915",49,"mltA"
"N900_RS02930",49,"csdA"
"N900_RS03115",49,"nrdR"
"N900_RS03160",49,"glnD"
"N900_RS03605",49,"ushA"
"N900_RS03650",49,"perM"
"N900_RS04300",49,"rpmF"
"N900_RS04650",49,"torZ"
"N900_RS05365",49,"N900_RS05365"
"N900_RS05490",49,"N900_RS05490"
"N900_RS05725",49,"elyC"
"N900_RS05835",49,"focA_1"
"N900_RS05975",49,"ynjF"
"N900_RS06240",49,"rlmF"
"N900_RS06425",49,"almE"
"N900_RS06480",49,"macB_1"
"N900_RS06670",49,"MoeA"
"N900_RS06710",49,"fdhD"
"N900_RS07285",49,"mlp14"
"N900_RS07335",49,"gdx"
"N900_RS07410",49,"N900_RS07410"
"N900_RS07520",49,"N900_RS07520"
"N900_RS07585",49,"acnD"
"N900_RS07715",49,"eamA_3"
"N900_RS07815",49,"polC_1"
"N900_RS07900",49,"ABC transporter substrate-binding protein_3"
"N900_RS07915",49,"gloC"
"N900_RS08290",49,"N900_RS08290"
"N900_RS08375",49,"trpG_2"
"N900_RS08400",49,"dicarboxylate/amino acid:cation symporter"
"N900_RS08505",49,"grxa"
"N900_RS08805",49,"sasA_7"
"N900_RS08900",49,"lipoprotein-related protein"
"N900_RS08915",49,"sbnA"
"N900_RS09015",49,"aromatic hydrocarbon degradation protein"
"N900_RS09300",49,"toxS"
"N900_RS09315",49,"yfcH"
"N900_RS09325",49,"YbbN"
"N900_RS09370",49,"cysK"
"N900_RS09615",49,"vpsA"
"N900_RS09625",49,"vexH"
"N900_RS09680",49,"metq"
"N900_RS09710",49,"ppnN_BLAST"
"N900_RS10010",49,"tcpE"
"N900_RS10165",49,"Ferredoxin 1_BLAST"
"N900_RS10185",49,"citX"
"N900_RS10330",49,"carbohydrate-binding protein"
"N900_RS10675",49,"N900_RS10675"
"N900_RS10990",49,"cobS"
"N900_RS11045",49,"tran"
"N900_RS11680",49,"yadH"
"N900_RS11755",49,"petA"
"N900_RS11950",49,"cysW"
"N900_RS12015",49,"uppP"
"N900_RS12135",49,"glmS"
"N900_RS12160",49,"argO"
"N900_RS12345",49,"mcpP_2"
"N900_RS12765",49,"N900_RS12765"
"N900_RS12850",49,"slyx"
"N900_RS13280",49,"cadB"
"N900_RS13310",49,"N900_RS13310"
"N900_RS13845",49,"cytochrome c5"
"N900_RS14215",49,"VC_A0040_BLAST"
"N900_RS14480",49,"phage shock protein E"
"N900_RS14600",49,"tsiV3"
"N900_RS14670",49,"glpT"
"N900_RS14700",49,"C4-dicarboxylate ABC transporter substrate-binding protein_2"
"N900_RS14795",49,"N900_RS14795"
"N900_RS14865",49,"mscS_2"
"N900_RS15015",49,"emrD"
"N900_RS15170",49,"ulaR"
"N900_RS16030",49,"rele"
"N900_RS16210",49,"cra"
"N900_RS16265",49,"kdpd"
"N900_RS16345",49,"alkylphosphonate utilization protein"
"N900_RS16355",49,"N900_RS16355"
"N900_RS16475",49,"yhaJ"
"N900_RS16505",49,"N900_RS16505"
"N900_RS16650",49,"msrB_3"
"N900_RS16725",49,"GNAT family acetyltransferase"
"N900_RS16775",49,"Probable transporter XF_0766_BLAST"
"N900_RS16875",49,"beta-phosphoglucomutase family hydrolase"
"N900_RS16905",49,"yjhB"
"N900_RS17040",49,"diguanylate cyclase_5"
"N900_RS17075",49,"ABC transporter substrate-binding protein_11"
"N900_RS17175",49,"cobQ"
"N900_RS17200",49,"NirD/YgiW/YdeI family stress tolerance protein"
"N900_RS17230",49,"traf"
"N900_RS17260",49,"glpK"
"N900_RS17435",49,"FAD-dependent oxidoreductase_2"
"N900_RS18090",49,"N900_RS18090"
"N900_RS18115",49,"hmp_2"
"N900_RS18230",49,"SM-20"
"N900_RS18365",49,"mcpQ"
"N900_RS18635",49,"amino acid ABC transporter permease"
"N900_RS18670",49,"mtlA"
"N900_RS18810",49,"egtb"
"N900_RS19450",49,"N900_RS19450"
"N900_RS00135",48,"ilvD"
"N900_RS00230",48,"N900_RS00230"
"N900_RS00465",48,"ccp"
"N900_RS00495",48,"chorismate lyase"
"N900_RS00660",48,"N900_RS00660"
"N900_RS00745",48,"sthA"
"N900_RS00975",48,"N900_RS00975"
"N900_RS01000",48,"xanP_BLAST"
"N900_RS01165",48,"cytR"
"N900_RS01460",48,"cfxP"
"N900_RS02085",48,"leuB"
"N900_RS02120",48,"ilvI"
"N900_RS02645",48,"gltB_2"
"N900_RS02685",48,"putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase"
"N900_RS02715",48,"nfo"
"N900_RS02745",48,"TatD family deoxyribonuclease"
"N900_RS03270",48,"glnB"
"N900_RS03295",48,"rnhA"
"N900_RS03405",48,"vuuB"
"N900_RS03685",48,"M15 family metallopeptidase"
"N900_RS03955",48,"N900_RS03955"
"N900_RS04340",48,"mltG"
"N900_RS04480",48,"starvation lipoprotein Slp"
"N900_RS04565",48,"sutR"
"N900_RS04630",48,"lysr_2"
"N900_RS04735",48,"ydiU_BLAST"
"N900_RS04840",48,"motV"
"N900_RS04870",48,"dsbB"
"N900_RS05060",48,"hisQ"
"N900_RS05240",48,"PTS fructose transporter subunit IIA_2"
"N900_RS05525",48,"ZorA"
"N900_RS05565",48,"vexC"
"N900_RS05615",48,"NAD-dependent succinate-semialdehyde dehydrogenase"
"N900_RS05670",48,"yciN"
"N900_RS05945",48,"vexK"
"N900_RS06170",48,"nhaA"
"N900_RS06295",48,"citT"
"N900_RS06355",48,"galM"
"N900_RS06415",48,"dabB"
"N900_RS06530",48,"Toxin-antitoxin biofilm protein TabA homolog_BLAST"
"N900_RS06575",48,"tolQ_3"
"N900_RS06645",48,"nagK"
"N900_RS06695",48,"atoC_2"
"N900_RS06855",48,"rlmKL"
"N900_RS07215",48,"tsiV1"
"N900_RS07820",48,"methyl-accepting chemotaxis protein_6"
"N900_RS07855",48,"licC"
"N900_RS07945",48,"peptidase_2"
"N900_RS08020",48,"mcpP_1"
"N900_RS08035",48,"btuD"
"N900_RS08045",48,"astE"
"N900_RS08255",48,"N900_RS08255"
"N900_RS08285",48,"N900_RS08285"
"N900_RS08355",48,"yciO"
"N900_RS08360",48,"yciV"
"N900_RS08660",48,"bioD"
"N900_RS08690",48,"rarA"
"N900_RS08705",48,"dusC"
"N900_RS08750",48,"yqjG"
"N900_RS08765",48,"oppC"
"N900_RS08855",48,"CPBP family intramembrane metalloprotease"
"N900_RS08865",48,"arsJ"
"N900_RS08905",48,"tesB"
"N900_RS09385",48,"ptsI"
"N900_RS09585",48,"vpsG"
"N900_RS09895",48,"PilW"
"N900_RS10115",48,"type II toxin-antitoxin system HipA family toxin"
"N900_RS10215",48,"sodium pump decarboxylase"
"N900_RS10230",48,"citA"
"N900_RS10275",48,"vibriobactin biosynthesis 4\'-phosphopantetheinyl transferase VibD"
"N900_RS10465",48,"yajC"
"N900_RS10470",48,"tgt"
"N900_RS10700",48,"nagZ"
"N900_RS10915",48,"xerC_2"
"N900_RS11030",48,"IS21 family transposase"
"N900_RS11095",48,"traV"
"N900_RS11140",48,"traD"
"N900_RS11345",48,"N-acetyltransferase_2"
"N900_RS12080",48,"pctB_2"
"N900_RS12275",48,"yggt"
"N900_RS12400",48,"folA"
"N900_RS12405",48,"yjjB_BLAST"
"N900_RS12570",48,"mshG"
"N900_RS12605",48,"mshi"
"N900_RS12900",48,"queG"
"N900_RS13135",48,"paaE"
"N900_RS13195",48,"acs_1"
"N900_RS13275",48,"cada"
"N900_RS13380",48,"wbeU"
"N900_RS13435",48,"wbeG"
"N900_RS13490",48,"wavI"
"N900_RS13670",48,"gene 3 protein-related protein"
"N900_RS13940",48,"fadB"
"N900_RS14425",48,"gltP_2"
"N900_RS14505",48,"type VI secretion system PAAR protein_2"
"N900_RS14540",48,"tagH"
"N900_RS14570",48,"tagO"
"N900_RS14895",48,"N900_RS14895"
"N900_RS14930",48,"N900_RS14930"
"N900_RS15120",48,"phosphoribosyl-AMP cyclohydrolase"
"N900_RS15580",48,"N900_RS15580"
"N900_RS15970",48,"N900_RS15970"
"N900_RS16000",48,"tnp_D2"
"N900_RS16230",48,"cqsA"
"N900_RS16310",48,"focA_2"
"N900_RS16325",48,"ATP-dependent endonuclease"
"N900_RS16720",48,"gyaR"
"N900_RS17090",48,"torS"
"N900_RS17165",48,"modB"
"N900_RS17295",48,"trxC"
"N900_RS17325",48,"lysr_5"
"N900_RS17645",48,"ectB"
"N900_RS17655",48,"4a-hydroxytetrahydrobiopterin dehydratase"
"N900_RS17770",48,"outer membrane lipoprotein-sorting protein"
"N900_RS17885",48,"linear amide C-N hydrolase"
"N900_RS17920",48,"N900_RS17920"
"N900_RS18405",48,"ppsA"
"N900_RS18575",48,"N900_RS18575"
"N900_RS18595",48,"N900_RS18595"
"N900_RS18690",48,"MBL fold metallo-hydrolase_4"
"N900_RS18860",48,"mlp44"
"N900_RS18920",48,"Pseudogene_N900_RS18920"
"N900_RS18930",48,"ABC transporter ATP-binding protein_4"
"N900_RS19540",48,"N900_RS19540"
"N900_RS00245",47,"topA_1"
"N900_RS00560",47,"class I SAM-dependent methyltransferase_4"
"N900_RS00635",47,"xerC"
"N900_RS00770",47,"S8 family peptidase"
"N900_RS00990",47,"ompR"
"N900_RS00995",47,"envZ"
"N900_RS01040",47,"nhaP2"
"N900_RS01050",47,"dsbd"
"N900_RS01505",47,"iaaA"
"N900_RS01830",47,"darP"
"N900_RS02400",47,"pilC"
"N900_RS02435",47,"dsbC"
"N900_RS02980",47,"rlmG"
"N900_RS03375",47,"N900_RS03375"
"N900_RS03615",47,"uracil-xanthine permease"
"N900_RS03990",47,"sucA"
"N900_RS04020",47,"znuA"
"N900_RS04035",47,"feoB"
"N900_RS04390",47,"chev_2"
"N900_RS04495",47,"rnd"
"N900_RS04830",47,"pyrF"
"N900_RS05075",47,"pctC_1"
"N900_RS05200",47,"ybgF"
"N900_RS05420",47,"AlpA family transcriptional regulator_2"
"N900_RS05485",47,"YafY family transcriptional regulator"
"N900_RS05570",47,"pqic"
"N900_RS05655",47,"aat"
"N900_RS05750",47,"lrp_2"
"N900_RS05860",47,"alpha-galactosidase"
"N900_RS06035",47,"mgtE_2"
"N900_RS06090",47,"N900_RS06090"
"N900_RS06110",47,"sensor histidine kinase_1"
"N900_RS06185",47,"nspC"
"N900_RS06195",47,"bepC"
"N900_RS06345",47,"galT"
"N900_RS06680",47,"btuD_1"
"N900_RS06795",47,"yebT"
"N900_RS07190",47,"chromosome segregation ATPase_1"
"N900_RS07360",47,"lplA"
"N900_RS07405",47,"diguanylate cyclase_2"
"N900_RS07470",47,"cysG_2"
"N900_RS07735",47,"VP1870_BLAST"
"N900_RS07835",47,"laci_1"
"N900_RS07930",47,"N900_RS07930"
"N900_RS07935",47,"iron-regulated protein A"
"N900_RS08150",47,"N900_RS08150"
"N900_RS09515",47,"vpsP"
"N900_RS09550",47,"hemolysin_1"
"N900_RS09570",47,"vpsJ"
"N900_RS09600",47,"vpsD"
"N900_RS09950",47,"smpB"
"N900_RS10020",47,"tcpS"
"N900_RS10145",47,"N900_RS10145"
"N900_RS10155",47,"MFS transporter_1"
"N900_RS10440",47,"iscR"
"N900_RS10565",47,"rdgC"
"N900_RS10880",47,"N900_RS10880"
"N900_RS11055",47,"N900_RS11055"
"N900_RS11490",47,"vexF"
"N900_RS11495",47,"vexE"
"N900_RS11960",47,"cysP"
"N900_RS11995",47,"truD"
"N900_RS12125",47,"GNAT family N-acetyltransferase_1"
"N900_RS12575",47,"mshE"
"N900_RS12650",47,"metH"
"N900_RS12725",47,"dusA"
"N900_RS13200",47,"aroQ"
"N900_RS13300",47,"purH"
"N900_RS13375",47,"wbeV"
"N900_RS13510",47,"wavF"
"N900_RS13535",47,"wavB"
"N900_RS14125",47,"yecN"
"N900_RS14240",47,"yiaV"
"N900_RS14345",47,"pstC"
"N900_RS14585",47,"vasL"
"N900_RS14830",47,"N900_RS14830"
"N900_RS14855",47,"psuT"
"N900_RS15085",47,"vctG"
"N900_RS15125",47,"sensor histidine kinase_5"
"N900_RS15285",47,"cah"
"N900_RS15305",47,"glyA2"
"N900_RS15590",47,"N900_RS15590"
"N900_RS15675",47,"N900_RS15675"
"N900_RS15900",47,"N900_RS15900"
"N900_RS16830",47,"N900_RS16830"
"N900_RS16980",47,"uhpT"
"N900_RS17010",47,"phaA"
"N900_RS17060",47,"lysoplasmalogenase_2"
"N900_RS17785",47,"N900_RS17785"
"N900_RS17840",47,"ompW"
"N900_RS18080",47,"hmuV"
"N900_RS18190",47,"yciA_2"
"N900_RS18270",47,"N900_RS18270"
"N900_RS18390",47,"lldd"
"N900_RS18400",47,"ppsR"
"N900_RS18450",47,"N900_RS18450"
"N900_RS18570",47,"nagB"
"N900_RS18715",47,"NAD(P)-dependent oxidoreductase"
"N900_RS18795",47,"putA"
"N900_RS18880",47,"mlp5"
"N900_RS18965",47,"menE_2"
"N900_RS19130",47,"N900_RS19130"
"N900_RS00275",46,"N900_RS00275"
"N900_RS00675",46,"rhtB"
"N900_RS01105",46,"cpxp"
"N900_RS01215",46,"N900_RS01215"
"N900_RS01330",46,"N900_RS01330"
"N900_RS01340",46,"glutathione peroxidase"
"N900_RS01360",46,"pilus assembly protein PilN"
"N900_RS01480",46,"yheS"
"N900_RS01485",46,"kefG"
"N900_RS01970",46,"N900_RS01970"
"N900_RS02095",46,"tetr_1"
"N900_RS02300",46,"exeA"
"N900_RS02335",46,"glnE"
"N900_RS02835",46,"gamma-glutamylcyclotransferase"
"N900_RS03060",46,"sodium-dependent transporter_2"
"N900_RS03620",46,"N900_RS03620"
"N900_RS03920",46,"cida"
"N900_RS03960",46,"Nif3-like dinuclear metal center hexameric protein"
"N900_RS04100",46,"cheA2"
"N900_RS04260",46,"eamA_4"
"N900_RS04360",46,"ptsG"
"N900_RS04430",46,"N900_RS04430"
"N900_RS04785",46,"lon_1"
"N900_RS04880",46,"fadR"
"N900_RS05065",46,"hisM"
"N900_RS05095",46,"dinG"
"N900_RS05140",46,"ruvA"
"N900_RS05250",46,"PTS fructose transporter subunit IIA_1"
"N900_RS05305",46,"AlpA family transcriptional regulator_1"
"N900_RS05500",46,"SAM-dependent DNA methyltransferase"
"N900_RS05505",46,"restriction endonuclease subunit S"
"N900_RS05740",46,"mukE"
"N900_RS06040",46,"rcsC_2"
"N900_RS06210",46,"N900_RS06210"
"N900_RS06370",46,"fabG_3"
"N900_RS06420",46,"LysR family transcriptional regulator_3"
"N900_RS06440",46,"VCM66_1516_BLAST"
"N900_RS06520",46,"LacI family DNA-binding transcriptional regulator"
"N900_RS06585",46,"TonB_1"
"N900_RS06650",46,"N900_RS06650"
"N900_RS07120",46,"cadA"
"N900_RS07220",46,"tseL"
"N900_RS07225",46,"N900_RS07225"
"N900_RS07720",46,"N900_RS07720"
"N900_RS07770",46,"sdaA_1"
"N900_RS07880",46,"DNA-binding response regulator_1"
"N900_RS08005",46,"pncC_1"
"N900_RS08055",46,"cobU"
"N900_RS08080",46,"sbcB"
"N900_RS08330",46,"agglutination protein"
"N900_RS08820",46,"response regulator"
"N900_RS08875",46,"gap3"
"N900_RS09025",46,"cobO"
"N900_RS09295",46,"toxR_BLAST"
"N900_RS09310",46,"phosphodiesterase"
"N900_RS09320",46,"ybbO"
"N900_RS10025",46,"tcpD"
"N900_RS10355",46,"alanyl-tRNA editing protein"
"N900_RS10585",46,"N900_RS10585"
"N900_RS10965",46,"radC_1"
"N900_RS11380",46,"nlpI"
"N900_RS11455",46,"rlmE"
"N900_RS11460",46,"yhbY"
"N900_RS11940",46,"pncC"
"N900_RS12120",46,"N900_RS12120"
"N900_RS12245",46,"tyrS"
"N900_RS12410",46,"Probable succinate transporter subunit YjjP_BLAST"
"N900_RS12975",46,"envc"
"N900_RS13230",46,"gntR_2"
"N900_RS13945",46,"fadA"
"N900_RS14485",46,"N900_RS14485"
"N900_RS14560",46,"tssH"
"N900_RS14645",46,"pnuC"
"N900_RS14870",46,"norR"
"N900_RS15200",46,"N900_RS15200"
"N900_RS15215",46,"sensor histidine kinase"
"N900_RS15260",46,"methyl-accepting chemotaxis protein_21"
"N900_RS15825",46,"higB-1_BLAST"
"N900_RS15940",46,"N900_RS15940"
"N900_RS16065",46,"nucleotide pyrophosphohydrolase"
"N900_RS16375",46,"N900_RS16375"
"N900_RS16555",46,"N900_RS16555"
"N900_RS16795",46,"N900_RS16795"
"N900_RS17000",46,"phaC"
"N900_RS17020",46,"secF_2"
"N900_RS17125",46,"helD"
"N900_RS17450",46,"lolD_2"
"N900_RS17620",46,"groS_2"
"N900_RS17950",46,"dmlR_6"
"N900_RS18425",46,"dmlR_8"
"N900_RS18440",46,"amidinotransferase"
"N900_RS18580",46,"maltose operon protein"
"N900_RS18645",46,"glnP"
"N900_RS18680",46,"MltR family transcriptional regulator"
"N900_RS18850",46,"rcsC_11"
"N900_RS18865",46,"cheB3"
"N900_RS19145",46,"N900_RS19145"
"N900_RS20090",46,"Pseudogene_N900_RS20090"
"N900_RS00260",45,"tsaC"
"N900_RS00280",45,"yrdA"
"N900_RS00415",45,"uspB"
"N900_RS00680",45,"cdgJ_1"
"N900_RS00825",45,"ntrB"
"N900_RS00945",45,"epsN"
"N900_RS01005",45,"recG"
"N900_RS01185",45,"menA"
"N900_RS01725",45,"cysN"
"N900_RS01965",45,"argF"
"N900_RS02130",45,"serA"
"N900_RS02280",45,"mazG"
"N900_RS02350",45,"nudF_1"
"N900_RS02625",45,"cbiB"
"N900_RS02665",45,"diguanylate cyclase"
"N900_RS02695",45,"thrA"
"N900_RS02845",45,"RimK family alpha-L-glutamate ligase"
"N900_RS03035",45,"N900_RS03035"
"N900_RS03345",45,"rluF"
"N900_RS03350",45,"smrA"
"N900_RS03410",45,"non-ribosomal peptide synthetase"
"N900_RS03690",45,"dapE"
"N900_RS03725",45,"flaD"
"N900_RS03935",45,"N900_RS03935"
"N900_RS04250",45,"ychE_BLAST"
"N900_RS04270",45,"rne"
"N900_RS05520",45,"type I restriction endonuclease subunit R"
"N900_RS05685",45,"glgA"
"N900_RS05810",45,"yciB"
"N900_RS05840",45,"N900_RS05840"
"N900_RS05965",45,"sodium-dependent transporter_3"
"N900_RS06055",45,"Pseudogene_N900_RS06055"
"N900_RS06100",45,"bluF"
"N900_RS06555",45,"ugpA"
"N900_RS06595",45,"ligA_1"
"N900_RS06620",45,"N900_RS06620"
"N900_RS07030",45,"ace"
"N900_RS07095",45,"ccoN"
"N900_RS07100",45,"ccoO"
"N900_RS07160",45,"N900_RS07160"
"N900_RS07540",45,"maiA"
"N900_RS07555",45,"hppD"
"N900_RS07595",45,"prpB"
"N900_RS07610",45,"N900_RS07610"
"N900_RS07665",45,"penicillin-binding protein"
"N900_RS07830",45,"mdoH"
"N900_RS07940",45,"c-type cytochrome"
"N900_RS08075",45,"L-cystine transporter"
"N900_RS08105",45,"purT"
"N900_RS08210",45,"VC0395_A0828_BLAST"
"N900_RS08230",45,"hutG"
"N900_RS08475",45,"N900_RS08475"
"N900_RS08480",45,"lyso"
"N900_RS08665",45,"bioC"
"N900_RS08890",45,"N900_RS08890"
"N900_RS08975",45,"LysR family transcriptional regulator_4"
"N900_RS09105",45,"moaA"
"N900_RS09675",45,"metI"
"N900_RS09900",45,"type IV pilin, putative"
"N900_RS10085",45,"Pseudogene_N900_RS10085"
"N900_RS10150",45,"N900_RS10150"
"N900_RS10210",45,"citS"
"N900_RS10400",45,"pepB"
"N900_RS10770",45,"nhaR"
"N900_RS10795",45,"ptsP"
"N900_RS10810",45,"mutH"
"N900_RS10980",45,"N900_RS10980"
"N900_RS11565",45,"endoglucanase-related protein"
"N900_RS11580",45,"chbP"
"N900_RS11720",45,"VC_0580_BLAST"
"N900_RS12510",45,"Maf"
"N900_RS13085",45,"N-acetyltransferase_3"
"N900_RS13450",45,"manB"
"N900_RS13795",45,"dppB_2"
"N900_RS14365",45,"molybdopterin-dependent oxidoreductase"
"N900_RS14375",45,"dauA"
"N900_RS14730",45,"mrpG"
"N900_RS14850",45,"frnE protein"
"N900_RS15000",45,"rcsC_10"
"N900_RS15165",45,"PTS ascorbate-specific subunit IIBC"
"N900_RS15275",45,"XRE family transcriptional regulator_9"
"N900_RS16510",45,"ABC transporter substrate-binding protein_12"
"N900_RS16515",45,"yfcG"
"N900_RS16525",45,"comR_1"
"N900_RS16580",45,"eamA_7"
"N900_RS16760",45,"efflux RND transporter permease subunit"
"N900_RS17045",45,"glgC_2"
"N900_RS17290",45,"fabH2"
"N900_RS17915",45,"N900_RS17915"
"N900_RS18005",45,"MBL fold metallo-hydrolase_3"
"N900_RS18135",45,"N900_RS18135"
"N900_RS18685",45,"yceM"
"N900_RS18710",45,"N900_RS18710"
"N900_RS18840",45,"apxIB_2"
"N900_RS00205",44,"trkI"
"N900_RS00425",44,"eamA_1"
"N900_RS01205",44,"5-carboxymethyl-2-hydroxymuconate Delta-isomerase"
"N900_RS01335",44,"lpd"
"N900_RS01420",44,"xds_1"
"N900_RS02260",44,"sensor domain-containing diguanylate cyclase_2"
"N900_RS02415",44,"nadC_1"
"N900_RS02690",44,"N900_RS02690"
"N900_RS02750",44,"nupc"
"N900_RS02945",44,"ompK"
"N900_RS02975",44,"lipoprotein, putative"
"N900_RS03030",44,"dinB"
"N900_RS04155",44,"ccmf"
"N900_RS04355",44,"ycfH"
"N900_RS04705",44,"1-acyl-sn-glycerol-3-phosphate acyltransferase"
"N900_RS04940",44,"N900_RS04940"
"N900_RS05100",44,"ompT"
"N900_RS05185",44,"tolA"
