"Gene","Time","Space","logFC","timeNumber","Time_idx","Space_idx"
"N900_RS04875","24h","SI1",0.59511,24,5,2
"N900_RS04880","24h","SI1",1.2622,24,5,2
"N900_RS04885","24h","SI1",1.5264,24,5,2
"N900_RS04890","24h","SI1",2.8157,24,5,2
"N900_RS04895","24h","SI1",2.2431,24,5,2
"N900_RS04900","24h","SI1",2.2125,24,5,2
"N900_RS04905","24h","SI1",2.872,24,5,2
"N900_RS04910","24h","SI1",1.8296,24,5,2
"N900_RS04915","24h","SI1",0.31086,24,5,2
"N900_RS04920","24h","SI1",0.48238,24,5,2
"N900_RS04925","24h","SI1",-0.41012,24,5,2
"N900_RS04930","24h","SI1",2.2412,24,5,2
"N900_RS04935","24h","SI1",1.0176,24,5,2
"N900_RS04940","24h","SI1",-0.56497,24,5,2
"N900_RS04945","24h","SI1",-2.581,24,5,2
"N900_RS04950","24h","SI1",-3.0214,24,5,2
"N900_RS04970","24h","SI1",-1.1796,24,5,2
"N900_RS04975","24h","SI1",0.54914,24,5,2
"N900_RS04990","24h","SI1",-0.84334,24,5,2
"N900_RS05000","24h","SI1",1.4573,24,5,2
"N900_RS05005","24h","SI1",1.801,24,5,2
"N900_RS05010","24h","SI1",0.34274,24,5,2
"N900_RS05015","24h","SI1",1.0417,24,5,2
"N900_RS05020","24h","SI1",0.37162,24,5,2
"N900_RS05025","24h","SI1",-0.93053,24,5,2
"N900_RS05030","24h","SI1",2.9216,24,5,2
"N900_RS05035","24h","SI1",1.3915,24,5,2
"N900_RS05040","24h","SI1",-0.16145,24,5,2
"N900_RS05045","24h","SI1",2.0886,24,5,2
"N900_RS05050","24h","SI1",1.1548,24,5,2
"N900_RS05055","24h","SI1",1.8293,24,5,2
"N900_RS05060","24h","SI1",-0.19339,24,5,2
"N900_RS05065","24h","SI1",2.297,24,5,2
"N900_RS05070","24h","SI1",2.3696,24,5,2
"N900_RS05075","24h","SI1",1.4125,24,5,2
"N900_RS05080","24h","SI1",-0.19793,24,5,2
"N900_RS05085","24h","SI1",0.078264,24,5,2
"N900_RS05090","24h","SI1",-1.1109,24,5,2
"N900_RS05095","24h","SI1",0.17997,24,5,2
"N900_RS05100","24h","SI1",0.50206,24,5,2
"N900_RS05105","24h","SI1",1.8827,24,5,2
"N900_RS05110","24h","SI1",-1.0232,24,5,2
"N900_RS05115","24h","SI1",1.1354,24,5,2
"N900_RS05135","24h","SI1",-0.030199,24,5,2
"N900_RS05140","24h","SI1",2.6082,24,5,2
"N900_RS05145","24h","SI1",0.52427,24,5,2
"N900_RS05150","24h","SI1",1.3153,24,5,2
"N900_RS05155","24h","SI1",1.179,24,5,2
"N900_RS05165","24h","SI1",0.67153,24,5,2
"N900_RS05170","24h","SI1",0.44316,24,5,2
"N900_RS05175","24h","SI1",1.354,24,5,2
"N900_RS05180","24h","SI1",-0.21439,24,5,2
"N900_RS05185","24h","SI1",-0.031965,24,5,2
"N900_RS05190","24h","SI1",0.12634,24,5,2
"N900_RS05195","24h","SI1",1.9447,24,5,2
"N900_RS05200","24h","SI1",-0.34479,24,5,2
"N900_RS05205","24h","SI1",1.4155,24,5,2
"N900_RS05210","24h","SI1",0.47442,24,5,2
"N900_RS05215","24h","SI1",2.6911,24,5,2
"N900_RS05220","24h","SI1",-0.25901,24,5,2
"N900_RS05225","24h","SI1",-0.17274,24,5,2
"N900_RS05230","24h","SI1",-0.45348,24,5,2
"N900_RS05235","24h","SI1",0.93198,24,5,2
"N900_RS05240","24h","SI1",-0.45169,24,5,2
"N900_RS05245","24h","SI1",0.58362,24,5,2
"N900_RS05250","24h","SI1",0.47207,24,5,2
"N900_RS05255","24h","SI1",0.61205,24,5,2
"N900_RS05260","24h","SI1",0.25921,24,5,2
"N900_RS05265","24h","SI1",1.2015,24,5,2
"N900_RS05270","24h","SI1",1.9701,24,5,2
"N900_RS05275","24h","SI1",0.17396,24,5,2
"N900_RS05280","24h","SI1",-0.71058,24,5,2
"N900_RS05285","24h","SI1",2.1516,24,5,2
"N900_RS05290","24h","SI1",0.49625,24,5,2
"N900_RS05295","24h","SI1",0.52656,24,5,2
"N900_RS05300","24h","SI1",1.3019,24,5,2
"N900_RS05305","24h","SI1",0.52793,24,5,2
"N900_RS05310","24h","SI1",-0.84561,24,5,2
"N900_RS05315","24h","SI1",-0.75521,24,5,2
"N900_RS05320","24h","SI1",0.39081,24,5,2
"N900_RS05330","24h","SI1",2.4954,24,5,2
"N900_RS05340","24h","SI1",0.71975,24,5,2
"N900_RS05345","24h","SI1",0.26943,24,5,2
"N900_RS05350","24h","SI1",1.4794,24,5,2
"N900_RS05355","24h","SI1",0.0026782,24,5,2
"N900_RS05360","24h","SI1",0.47205,24,5,2
"N900_RS05365","24h","SI1",0.58438,24,5,2
"N900_RS05370","24h","SI1",0.62004,24,5,2
"N900_RS05375","24h","SI1",0.58756,24,5,2
"N900_RS05380","24h","SI1",2.8678,24,5,2
"N900_RS05385","24h","SI1",1.931,24,5,2
"N900_RS05390","24h","SI1",0.98185,24,5,2
"N900_RS05395","24h","SI1",1.0126,24,5,2
"N900_RS05415","24h","SI1",3.3431,24,5,2
"N900_RS05420","24h","SI1",1.5522,24,5,2
"N900_RS05425","24h","SI1",2.0303,24,5,2
"N900_RS05430","24h","SI1",1.6924,24,5,2
"N900_RS05435","24h","SI1",0.42933,24,5,2
"N900_RS05440","24h","SI1",1.3217,24,5,2
"N900_RS05445","24h","SI1",1.0096,24,5,2
"N900_RS05450","24h","SI1",0.84325,24,5,2
"N900_RS05455","24h","SI1",0.68896,24,5,2
"N900_RS05460","24h","SI1",0.49111,24,5,2
"N900_RS05465","24h","SI1",0.71775,24,5,2
"N900_RS05470","24h","SI1",-1.2717,24,5,2
"N900_RS05475","24h","SI1",2.3445,24,5,2
"N900_RS05480","24h","SI1",-2.0285,24,5,2
"N900_RS05485","24h","SI1",-1.2507,24,5,2
"N900_RS05490","24h","SI1",2.1045,24,5,2
"N900_RS05495","24h","SI1",1.3778,24,5,2
"N900_RS05500","24h","SI1",1.4717,24,5,2
"N900_RS05505","24h","SI1",-0.073333,24,5,2
"N900_RS05510","24h","SI1",0.026827,24,5,2
"N900_RS05515","24h","SI1",0.73549,24,5,2
"N900_RS05520","24h","SI1",0.53417,24,5,2
"N900_RS05525","24h","SI1",2.1527,24,5,2
"N900_RS05530","24h","SI1",-0.35364,24,5,2
"N900_RS05535","24h","SI1",2.6091,24,5,2
"N900_RS05540","24h","SI1",-0.65909,24,5,2
"N900_RS05545","24h","SI1",3.0659,24,5,2
"N900_RS05550","24h","SI1",0.17724,24,5,2
"N900_RS05560","24h","SI1",0.18757,24,5,2
"N900_RS05565","24h","SI1",1.7081,24,5,2
"N900_RS05570","24h","SI1",1.4576,24,5,2
"N900_RS05575","24h","SI1",1.8447,24,5,2
"N900_RS05580","24h","SI1",0.89963,24,5,2
"N900_RS05585","24h","SI1",1.2219,24,5,2
"N900_RS05590","24h","SI1",1.7755,24,5,2
"N900_RS05595","24h","SI1",0.52662,24,5,2
"N900_RS05600","24h","SI1",-0.12294,24,5,2
"N900_RS05610","24h","SI1",1.0302,24,5,2
"N900_RS05615","24h","SI1",1.5507,24,5,2
"N900_RS05620","24h","SI1",-1.6979,24,5,2
"N900_RS05625","24h","SI1",0.68263,24,5,2
"N900_RS05630","24h","SI1",1.5225,24,5,2
"N900_RS05635","24h","SI1",1.7514,24,5,2
"N900_RS05650","24h","SI1",0.7504,24,5,2
"N900_RS05655","24h","SI1",0.25873,24,5,2
"N900_RS05660","24h","SI1",1.11,24,5,2
"N900_RS05665","24h","SI1",-1.4091,24,5,2
"N900_RS05670","24h","SI1",1.874,24,5,2
"N900_RS05680","24h","SI1",0.45435,24,5,2
"N900_RS05685","24h","SI1",0.50082,24,5,2
"N900_RS05690","24h","SI1",1.1213,24,5,2
"N900_RS05695","24h","SI1",2.5813,24,5,2
"N900_RS05700","24h","SI1",1.1487,24,5,2
"N900_RS05705","24h","SI1",0.92556,24,5,2
"N900_RS05710","24h","SI1",2.2196,24,5,2
"N900_RS05715","24h","SI1",0.23902,24,5,2
"N900_RS05720","24h","SI1",0.98496,24,5,2
"N900_RS05725","24h","SI1",-1.6624,24,5,2
"N900_RS05730","24h","SI1",0.60546,24,5,2
"N900_RS05735","24h","SI1",-1.9973,24,5,2
"N900_RS05740","24h","SI1",-1.9937,24,5,2
"N900_RS05745","24h","SI1",-1.8574,24,5,2
"N900_RS05750","24h","SI1",0.63794,24,5,2
"N900_RS05755","24h","SI1",0.61129,24,5,2
"N900_RS05760","24h","SI1",0.024607,24,5,2
"N900_RS05765","24h","SI1",-0.30698,24,5,2
"N900_RS05770","24h","SI1",-0.19032,24,5,2
"N900_RS05775","24h","SI1",0.67836,24,5,2
"N900_RS05780","24h","SI1",0.10496,24,5,2
"N900_RS05785","24h","SI1",0.75193,24,5,2
"N900_RS05790","24h","SI1",0.31981,24,5,2
"N900_RS05795","24h","SI1",1.2894,24,5,2
"N900_RS05800","24h","SI1",-1.0774,24,5,2
"N900_RS05805","24h","SI1",0.67472,24,5,2
"N900_RS05810","24h","SI1",1.6168,24,5,2
"N900_RS05815","24h","SI1",1.2553,24,5,2
"N900_RS05820","24h","SI1",-0.14754,24,5,2
"N900_RS05825","24h","SI1",3.0966,24,5,2
"N900_RS05830","24h","SI1",0.56923,24,5,2
"N900_RS05835","24h","SI1",0.65433,24,5,2
"N900_RS05840","24h","SI1",0.45598,24,5,2
"N900_RS05845","24h","SI1",1.6113,24,5,2
"N900_RS05850","24h","SI1",2.3442,24,5,2
"N900_RS05855","24h","SI1",2.4735,24,5,2
"N900_RS05860","24h","SI1",0.28297,24,5,2
"N900_RS05865","24h","SI1",0.91276,24,5,2
"N900_RS05870","24h","SI1",-1.929,24,5,2
"N900_RS05875","24h","SI1",1.1791,24,5,2
"N900_RS05880","24h","SI1",1.5518,24,5,2
"N900_RS05885","24h","SI1",0.96084,24,5,2
"N900_RS05890","24h","SI1",0.83575,24,5,2
"N900_RS05895","24h","SI1",-0.11437,24,5,2
"N900_RS05900","24h","SI1",-0.0033501,24,5,2
"N900_RS05905","24h","SI1",-0.42814,24,5,2
"N900_RS05910","24h","SI1",-0.17032,24,5,2
"N900_RS05915","24h","SI1",2.735,24,5,2
"N900_RS05920","24h","SI1",-0.10006,24,5,2
"N900_RS05925","24h","SI1",2.0546,24,5,2
"N900_RS05930","24h","SI1",-0.014868,24,5,2
"N900_RS05935","24h","SI1",1.047,24,5,2
"N900_RS05940","24h","SI1",0.76427,24,5,2
"N900_RS05945","24h","SI1",3.2934,24,5,2
"N900_RS05950","24h","SI1",1.8128,24,5,2
"N900_RS05955","24h","SI1",0.25665,24,5,2
"N900_RS05960","24h","SI1",-0.079194,24,5,2
"N900_RS05965","24h","SI1",1.3084,24,5,2
"N900_RS05970","24h","SI1",0.097007,24,5,2
"N900_RS05975","24h","SI1",0.34676,24,5,2
"N900_RS05980","24h","SI1",1.7305,24,5,2
"N900_RS05985","24h","SI1",0.67003,24,5,2
"N900_RS05990","24h","SI1",0.7875,24,5,2
"N900_RS05995","24h","SI1",-0.51588,24,5,2
"N900_RS06000","24h","SI1",2.8748,24,5,2
"N900_RS06005","24h","SI1",0.17122,24,5,2
"N900_RS06010","24h","SI1",0.83656,24,5,2
"N900_RS06015","24h","SI1",0.76576,24,5,2
"N900_RS06020","24h","SI1",-0.15703,24,5,2
"N900_RS06025","24h","SI1",4.9722,24,5,2
"N900_RS06030","24h","SI1",2.4412,24,5,2
"N900_RS06035","24h","SI1",2.6358,24,5,2
"N900_RS06040","24h","SI1",2.1439,24,5,2
"N900_RS06045","24h","SI1",1.1243,24,5,2
"N900_RS06050","24h","SI1",0.63985,24,5,2
"N900_RS06055","24h","SI1",0.82166,24,5,2
"N900_RS06060","24h","SI1",1.2004,24,5,2
"N900_RS06065","24h","SI1",1.8379,24,5,2
"N900_RS06070","24h","SI1",1.0344,24,5,2
"N900_RS06080","24h","SI1",0.68851,24,5,2
"N900_RS06085","24h","SI1",0.63343,24,5,2
"N900_RS06090","24h","SI1",0.5037,24,5,2
"N900_RS06095","24h","SI1",0.5806,24,5,2
"N900_RS06100","24h","SI1",1.2614,24,5,2
"N900_RS06110","24h","SI1",-1.7125,24,5,2
"N900_RS06120","24h","SI1",-0.89309,24,5,2
"N900_RS06125","24h","SI1",-0.55223,24,5,2
"N900_RS06130","24h","SI1",0.31663,24,5,2
"N900_RS06135","24h","SI1",1.4135,24,5,2
"N900_RS06140","24h","SI1",0.61936,24,5,2
"N900_RS06145","24h","SI1",2.6749,24,5,2
"N900_RS06150","24h","SI1",-1.3019,24,5,2
"N900_RS06155","24h","SI1",3.0358,24,5,2
"N900_RS06160","24h","SI1",1.4588,24,5,2
"N900_RS06165","24h","SI1",1.1962,24,5,2
"N900_RS06170","24h","SI1",0.88238,24,5,2
"N900_RS06175","24h","SI1",3.0928,24,5,2
"N900_RS06180","24h","SI1",0.97907,24,5,2
"N900_RS06185","24h","SI1",0.15525,24,5,2
"N900_RS06190","24h","SI1",1.254,24,5,2
"N900_RS06195","24h","SI1",1.5492,24,5,2
"N900_RS06200","24h","SI1",1.8262,24,5,2
"N900_RS06210","24h","SI1",0.52473,24,5,2
"N900_RS06215","24h","SI1",0.53711,24,5,2
"N900_RS06220","24h","SI1",0.67045,24,5,2
"N900_RS06225","24h","SI1",0.39409,24,5,2
"N900_RS06230","24h","SI1",-0.69254,24,5,2
"N900_RS06235","24h","SI1",1.9521,24,5,2
"N900_RS06240","24h","SI1",0.69778,24,5,2
"N900_RS06245","24h","SI1",0.53936,24,5,2
"N900_RS06250","24h","SI1",0.96891,24,5,2
"N900_RS06255","24h","SI1",1.1257,24,5,2
"N900_RS06260","24h","SI1",0.61001,24,5,2
"N900_RS06265","24h","SI1",0.7392,24,5,2
"N900_RS06270","24h","SI1",-1.6064,24,5,2
"N900_RS06275","24h","SI1",-0.28181,24,5,2
"N900_RS06280","24h","SI1",-1.8778,24,5,2
"N900_RS06285","24h","SI1",2.1042,24,5,2
"N900_RS06290","24h","SI1",0.91822,24,5,2
"N900_RS06295","24h","SI1",2.0787,24,5,2
"N900_RS06300","24h","SI1",1.9586,24,5,2
"N900_RS06305","24h","SI1",1.675,24,5,2
"N900_RS06310","24h","SI1",-0.096708,24,5,2
"N900_RS06315","24h","SI1",2.9807,24,5,2
"N900_RS06320","24h","SI1",-1.0507,24,5,2
"N900_RS06335","24h","SI1",0.68162,24,5,2
"N900_RS06340","24h","SI1",-0.76251,24,5,2
"N900_RS06345","24h","SI1",-2.1972,24,5,2
"N900_RS06350","24h","SI1",-0.90633,24,5,2
"N900_RS06355","24h","SI1",-0.3298,24,5,2
"N900_RS06360","24h","SI1",1.5375,24,5,2
"N900_RS06365","24h","SI1",1.5487,24,5,2
"N900_RS06370","24h","SI1",1.5712,24,5,2
"N900_RS06375","24h","SI1",-0.024065,24,5,2
"N900_RS06385","24h","SI1",-1.4342,24,5,2
"N900_RS06390","24h","SI1",1.5965,24,5,2
"N900_RS06395","24h","SI1",0.92441,24,5,2
"N900_RS06400","24h","SI1",-0.17341,24,5,2
"N900_RS06405","24h","SI1",-0.50951,24,5,2
"N900_RS06410","24h","SI1",-0.72692,24,5,2
"N900_RS06415","24h","SI1",1.3745,24,5,2
"N900_RS06420","24h","SI1",0.37193,24,5,2
"N900_RS06425","24h","SI1",-0.61522,24,5,2
"N900_RS06430","24h","SI1",-1.3108,24,5,2
"N900_RS06435","24h","SI1",1.4544,24,5,2
"N900_RS06440","24h","SI1",-1.6441,24,5,2
"N900_RS06445","24h","SI1",0.73774,24,5,2
"N900_RS06450","24h","SI1",-0.53558,24,5,2
"N900_RS06455","24h","SI1",2.1085,24,5,2
"N900_RS06460","24h","SI1",-1.8215,24,5,2
"N900_RS06465","24h","SI1",1.2907,24,5,2
"N900_RS06470","24h","SI1",0.61008,24,5,2
"N900_RS06475","24h","SI1",-0.47908,24,5,2
"N900_RS06480","24h","SI1",1.5659,24,5,2
"N900_RS06485","24h","SI1",1.8709,24,5,2
"N900_RS06490","24h","SI1",2.5189,24,5,2
"N900_RS06495","24h","SI1",1.7234,24,5,2
"N900_RS06500","24h","SI1",-2.1994,24,5,2
"N900_RS06505","24h","SI1",1.0306,24,5,2
"N900_RS06510","24h","SI1",3.6141,24,5,2
"N900_RS06515","24h","SI1",-0.67335,24,5,2
"N900_RS06520","24h","SI1",1.0934,24,5,2
"N900_RS06525","24h","SI1",-0.14309,24,5,2
"N900_RS06530","24h","SI1",0.98375,24,5,2
"N900_RS06535","24h","SI1",-1.4597,24,5,2
"N900_RS06540","24h","SI1",-0.11541,24,5,2
"N900_RS06545","24h","SI1",-1.147,24,5,2
"N900_RS06550","24h","SI1",-1.6659,24,5,2
"N900_RS06555","24h","SI1",0.73609,24,5,2
"N900_RS06560","24h","SI1",2.283,24,5,2
"N900_RS06565","24h","SI1",0.44159,24,5,2
"N900_RS06570","24h","SI1",0.1776,24,5,2
"N900_RS06575","24h","SI1",1.1778,24,5,2
"N900_RS06580","24h","SI1",1.0107,24,5,2
"N900_RS06585","24h","SI1",1.7876,24,5,2
"N900_RS06590","24h","SI1",1.0123,24,5,2
"N900_RS06595","24h","SI1",0.46336,24,5,2
"N900_RS06600","24h","SI1",2.1071,24,5,2
"N900_RS06605","24h","SI1",2.2153,24,5,2
"N900_RS06610","24h","SI1",2.6898,24,5,2
"N900_RS06615","24h","SI1",-0.99285,24,5,2
"N900_RS06620","24h","SI1",1.6145,24,5,2
"N900_RS06625","24h","SI1",0.28811,24,5,2
"N900_RS06630","24h","SI1",2.4228,24,5,2
"N900_RS06635","24h","SI1",-0.54919,24,5,2
"N900_RS06640","24h","SI1",1.3313,24,5,2
"N900_RS06645","24h","SI1",1.9862,24,5,2
"N900_RS06650","24h","SI1",0.00079926,24,5,2
"N900_RS06655","24h","SI1",1.4281,24,5,2
"N900_RS06660","24h","SI1",-0.68766,24,5,2
"N900_RS06665","24h","SI1",1.1482,24,5,2
"N900_RS06670","24h","SI1",0.81587,24,5,2
"N900_RS06675","24h","SI1",-0.47918,24,5,2
"N900_RS06680","24h","SI1",0.91132,24,5,2
"N900_RS06685","24h","SI1",1.2686,24,5,2
"N900_RS06690","24h","SI1",-1.4335,24,5,2
"N900_RS06695","24h","SI1",0.86779,24,5,2
"N900_RS06700","24h","SI1",-0.05304,24,5,2
"N900_RS06705","24h","SI1",1.3444,24,5,2
"N900_RS06710","24h","SI1",-0.58027,24,5,2
"N900_RS06715","24h","SI1",0.23278,24,5,2
"N900_RS06720","24h","SI1",-0.30931,24,5,2
"N900_RS06725","24h","SI1",1.7265,24,5,2
"N900_RS06730","24h","SI1",1.354,24,5,2
"N900_RS06735","24h","SI1",-1.3466,24,5,2
"N900_RS06740","24h","SI1",0.53196,24,5,2
"N900_RS06745","24h","SI1",-0.19135,24,5,2
"N900_RS06750","24h","SI1",0.16074,24,5,2
"N900_RS06755","24h","SI1",-0.36402,24,5,2
"N900_RS06760","24h","SI1",1.2555,24,5,2
"N900_RS06765","24h","SI1",-0.68207,24,5,2
"N900_RS06770","24h","SI1",-0.057731,24,5,2
"N900_RS06775","24h","SI1",0.51071,24,5,2
"N900_RS06780","24h","SI1",0.21691,24,5,2
"N900_RS06785","24h","SI1",0.23877,24,5,2
"N900_RS06790","24h","SI1",0.49648,24,5,2
"N900_RS06795","24h","SI1",1.3373,24,5,2
"N900_RS06800","24h","SI1",1.4849,24,5,2
"N900_RS06805","24h","SI1",-0.87415,24,5,2
"N900_RS06810","24h","SI1",1.0144,24,5,2
"N900_RS06815","24h","SI1",-0.18506,24,5,2
"N900_RS06820","24h","SI1",1.5706,24,5,2
"N900_RS06825","24h","SI1",0.94474,24,5,2
"N900_RS06830","24h","SI1",-0.039048,24,5,2
"N900_RS06835","24h","SI1",-1.1156,24,5,2
"N900_RS06840","24h","SI1",0.9475,24,5,2
"N900_RS06845","24h","SI1",-1.6654,24,5,2
"N900_RS06850","24h","SI1",-1.7643,24,5,2
"N900_RS06855","24h","SI1",-0.17798,24,5,2
"N900_RS06860","24h","SI1",-0.69919,24,5,2
"N900_RS06865","24h","SI1",0.21654,24,5,2
"N900_RS06875","24h","SI1",2.4831,24,5,2
"N900_RS06880","24h","SI1",2.4945,24,5,2
"N900_RS06885","24h","SI1",1.9642,24,5,2
"N900_RS06890","24h","SI1",-0.076612,24,5,2
"N900_RS06895","24h","SI1",0.65634,24,5,2
"N900_RS06900","24h","SI1",1.6227,24,5,2
"N900_RS06945","24h","SI1",-0.12889,24,5,2
"N900_RS06955","24h","SI1",2.4128,24,5,2
"N900_RS06980","24h","SI1",0.92121,24,5,2
"N900_RS07000","24h","SI1",1.0034,24,5,2
"N900_RS07020","24h","SI1",2.1771,24,5,2
"N900_RS07025","24h","SI1",-0.60364,24,5,2
"N900_RS07030","24h","SI1",0.93858,24,5,2
"N900_RS07035","24h","SI1",0.90866,24,5,2
"N900_RS07040","24h","SI1",1.5636,24,5,2
"N900_RS07045","24h","SI1",1.802,24,5,2
"N900_RS07050","24h","SI1",-0.92962,24,5,2
"N900_RS07055","24h","SI1",0.47206,24,5,2
"N900_RS07060","24h","SI1",-1.8299,24,5,2
"N900_RS07065","24h","SI1",-1.2739,24,5,2
"N900_RS07070","24h","SI1",0.27529,24,5,2
"N900_RS07075","24h","SI1",1.1121,24,5,2
"N900_RS07080","24h","SI1",0.87866,24,5,2
"N900_RS07085","24h","SI1",-0.28463,24,5,2
"N900_RS07090","24h","SI1",0.04978,24,5,2
"N900_RS07095","24h","SI1",-0.12654,24,5,2
"N900_RS07100","24h","SI1",-0.73422,24,5,2
"N900_RS07110","24h","SI1",1.2116,24,5,2
"N900_RS07115","24h","SI1",1.4954,24,5,2
"N900_RS07120","24h","SI1",2.0282,24,5,2
"N900_RS07125","24h","SI1",0.15749,24,5,2
"N900_RS07130","24h","SI1",-0.60465,24,5,2
"N900_RS07140","24h","SI1",1.5061,24,5,2
"N900_RS07145","24h","SI1",-0.7129,24,5,2
"N900_RS07150","24h","SI1",0.40247,24,5,2
"N900_RS07155","24h","SI1",0.17853,24,5,2
"N900_RS07160","24h","SI1",2.8162,24,5,2
"N900_RS07165","24h","SI1",-0.26792,24,5,2
"N900_RS07170","24h","SI1",-0.41016,24,5,2
"N900_RS07175","24h","SI1",1.2116,24,5,2
"N900_RS07180","24h","SI1",1.5212,24,5,2
"N900_RS07185","24h","SI1",0.63182,24,5,2
"N900_RS07190","24h","SI1",-0.78163,24,5,2
"N900_RS07195","24h","SI1",1.8782,24,5,2
"N900_RS07200","24h","SI1",0.81688,24,5,2
"N900_RS07205","24h","SI1",2.102,24,5,2
"N900_RS07210","24h","SI1",-1.3432,24,5,2
"N900_RS07215","24h","SI1",-0.78028,24,5,2
"N900_RS07220","24h","SI1",0.73369,24,5,2
"N900_RS07225","24h","SI1",-0.13161,24,5,2
"N900_RS07230","24h","SI1",-1.2483,24,5,2
"N900_RS07235","24h","SI1",4.7965,24,5,2
"N900_RS07240","24h","SI1",1.9811,24,5,2
"N900_RS07245","24h","SI1",-0.38799,24,5,2
"N900_RS07250","24h","SI1",0.8329,24,5,2
"N900_RS07255","24h","SI1",0.12991,24,5,2
"N900_RS07260","24h","SI1",1.786,24,5,2
"N900_RS07265","24h","SI1",-0.15637,24,5,2
"N900_RS07270","24h","SI1",0.73318,24,5,2
"N900_RS07275","24h","SI1",1.4522,24,5,2
"N900_RS07280","24h","SI1",2.1812,24,5,2
"N900_RS07285","24h","SI1",0.51161,24,5,2
"N900_RS07290","24h","SI1",2.8688,24,5,2
"N900_RS07295","24h","SI1",2.8978,24,5,2
"N900_RS07300","24h","SI1",1.1641,24,5,2
"N900_RS07305","24h","SI1",2.2327,24,5,2
"N900_RS07310","24h","SI1",0.12725,24,5,2
"N900_RS07315","24h","SI1",1.5176,24,5,2
"N900_RS07320","24h","SI1",0.14459,24,5,2
"N900_RS07325","24h","SI1",1.7466,24,5,2
"N900_RS07330","24h","SI1",0.51992,24,5,2
"N900_RS07335","24h","SI1",0.43501,24,5,2
"N900_RS07340","24h","SI1",1.0531,24,5,2
"N900_RS07345","24h","SI1",0.42738,24,5,2
"N900_RS07350","24h","SI1",2.7103,24,5,2
"N900_RS07360","24h","SI1",0.90733,24,5,2
"N900_RS07365","24h","SI1",1.7719,24,5,2
"N900_RS07370","24h","SI1",-2.1616,24,5,2
"N900_RS07375","24h","SI1",0.65691,24,5,2
"N900_RS07380","24h","SI1",2.0168,24,5,2
"N900_RS07385","24h","SI1",1.7024,24,5,2
"N900_RS07390","24h","SI1",0.39749,24,5,2
"N900_RS07400","24h","SI1",1.4518,24,5,2
"N900_RS07405","24h","SI1",1.3422,24,5,2
"N900_RS07410","24h","SI1",-0.052094,24,5,2
"N900_RS07415","24h","SI1",-0.073245,24,5,2
"N900_RS07420","24h","SI1",1.1497,24,5,2
"N900_RS07425","24h","SI1",1.7102,24,5,2
"N900_RS07430","24h","SI1",1.1138,24,5,2
"N900_RS07435","24h","SI1",0.60508,24,5,2
"N900_RS07440","24h","SI1",1.5565,24,5,2
"N900_RS07445","24h","SI1",1.3213,24,5,2
"N900_RS07450","24h","SI1",0.91951,24,5,2
"N900_RS07455","24h","SI1",0.28563,24,5,2
"N900_RS07460","24h","SI1",0.7325,24,5,2
"N900_RS07465","24h","SI1",-1.8356,24,5,2
"N900_RS07470","24h","SI1",0.0076136,24,5,2
"N900_RS07475","24h","SI1",-1.5799,24,5,2
"N900_RS07480","24h","SI1",0.23768,24,5,2
"N900_RS07485","24h","SI1",1.3846,24,5,2
"N900_RS07490","24h","SI1",0.96503,24,5,2
"N900_RS07495","24h","SI1",0.30716,24,5,2
"N900_RS07505","24h","SI1",-0.023241,24,5,2
"N900_RS07510","24h","SI1",1.1278,24,5,2
"N900_RS07515","24h","SI1",0.32351,24,5,2
"N900_RS07520","24h","SI1",-0.43345,24,5,2
"N900_RS07525","24h","SI1",0.12485,24,5,2
"N900_RS07530","24h","SI1",1.297,24,5,2
"N900_RS07535","24h","SI1",1.5425,24,5,2
"N900_RS07540","24h","SI1",1.6082,24,5,2
"N900_RS07545","24h","SI1",0.50493,24,5,2
"N900_RS07550","24h","SI1",-0.94485,24,5,2
"N900_RS07555","24h","SI1",2.2112,24,5,2
"N900_RS07560","24h","SI1",-0.45859,24,5,2
"N900_RS07565","24h","SI1",1.4456,24,5,2
"N900_RS07570","24h","SI1",1.6133,24,5,2
"N900_RS07575","24h","SI1",1.5938,24,5,2
"N900_RS07580","24h","SI1",-0.20808,24,5,2
"N900_RS07585","24h","SI1",1.8207,24,5,2
"N900_RS07590","24h","SI1",0.69844,24,5,2
"N900_RS07595","24h","SI1",1.9308,24,5,2
"N900_RS07600","24h","SI1",3.5409,24,5,2
"N900_RS07605","24h","SI1",1.9922,24,5,2
"N900_RS07610","24h","SI1",1.272,24,5,2
"N900_RS07615","24h","SI1",3.0242,24,5,2
"N900_RS07620","24h","SI1",-0.29965,24,5,2
"N900_RS07625","24h","SI1",-0.75104,24,5,2
"N900_RS07630","24h","SI1",1.5861,24,5,2
"N900_RS07635","24h","SI1",-0.6044,24,5,2
"N900_RS07645","24h","SI1",0.026667,24,5,2
"N900_RS07655","24h","SI1",0.91187,24,5,2
"N900_RS07660","24h","SI1",0.32781,24,5,2
"N900_RS07665","24h","SI1",-0.60878,24,5,2
"N900_RS07670","24h","SI1",0.17317,24,5,2
"N900_RS07675","24h","SI1",1.1169,24,5,2
"N900_RS07680","24h","SI1",1.2043,24,5,2
"N900_RS07685","24h","SI1",-1.3963,24,5,2
"N900_RS07690","24h","SI1",1.9341,24,5,2
"N900_RS07695","24h","SI1",0.98445,24,5,2
"N900_RS07700","24h","SI1",0.59853,24,5,2
